Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2011-07-06,140.50755722406,140.90220876851,135.80656088571,136.00388665794,7298091.9002442
2011-07-07,136.00388665794,140.29862405347,136.00388665794,139.70664673678,2778004.0782971
2011-07-08,140.19415746817,142.70135551529,138.99859543644,140.99506795544,1099377.2762249
2011-07-11,140.29862405347,141.90044502802,137.09498210437,138.00035917694,441968.11706699
2011-07-12,137.00212291744,139.40485437926,136.00388665794,138.89412885114,831778.12075711
2011-07-13,138.40661811976,141.40132689826,138.40661811976,141.29686031297,798412.33216451
2011-07-14,140.29862405347,140.99506795544,139.10306202174,140.99506795544,244994.60691005
2011-07-15,140.19415746817,141.70311925579,139.99683169594,141.50579348356,450582.45051576
2011-07-18,140.99506795544,141.50579348356,138.00035917694,139.99683169594,521097.82133101
2011-07-19,140.19415746817,141.79597844272,139.79950592372,139.99683169594,3562762.1879564
2011-07-20,139.50932096456,139.99683169594,136.50300478769,137.50124104719,341264.24156344
2011-07-21,137.69856681941,138.00035917694,136.20121243016,137.00212291744,312363.70852289
2011-07-22,137.69856681941,137.69856681941,136.39853820239,136.50300478769,164511.45551651
2011-07-25,136.50300478769,136.50300478769,136.00388665794,136.00388665794,774733.46879423
2011-07-26,136.00388665794,136.60747137298,136.00388665794,136.20121243016,1967826.8358839
2011-07-27,136.00388665794,136.09674584487,133.60115519611,134.59939145561,3102983.8783315
2011-07-28,133.10203706636,135.50476852818,132.60291893661,135.50476852818,174216.47264827
2011-07-29,134.19313251279,136.70033055991,134.19313251279,136.50300478769,390032.2757203
2011-08-01,136.09674584487,137.60570763248,136.09674584487,137.00212291744,427811.62869514
2011-08-02,136.50300478769,136.50300478769,133.79848096834,134.39045828502,133132.3308836
2011-08-03,131.60468267711,133.39222202552,123.09645967461,125.99830926618,474007.16563447
2011-08-04,125.5107985348,126.90368633876,113.80357654255,117.89634520651,690418.27867881
2011-08-05,107.9998773594,116.0043392728,107.9998773594,113.49598048584,623970.14140808
2011-08-08,110.49546800815,112.39675986055,101.49973427427,101.90018951791,436985.94981684
2011-08-09,100.99945540468,104.60007037791,88.999726973604,94.300825807493,967015.14377146
2011-08-10,100.00005840535,102.29948402171,85.500096366165,86.000375235752,518657.1365965
2011-08-11,89.899300346992,100.00005840535,86.000375235752,100.00005840535,816453.41194756
2011-08-12,103.59951263874,107.9998773594,100.99945540468,104.99936488171,421376.93957334
2011-08-16,107.90005373345,107.90005373345,103.99996788237,106.10090698667,226839.80655343
2011-08-17,105.8989382551,106.90065673411,104.19961513427,106.90065673411,160493.32858332
2011-08-18,105.39982012535,105.39982012535,92.999636450631,96.300780546007,343083.77074074
2011-08-19,93.099460076581,102.09983676981,90.999681712117,99.950146592371,392088.72275922
2011-08-22,99.599603161709,103.09923376915,97.499824797245,100.60016090088,187416.67437864
2011-08-23,102.6001156394,104.99936488171,101.80036589196,104.99936488171,238245.46317191
2011-08-24,106.10090698667,106.50020149047,103.49968901279,104.60007037791,121306.25275066
2011-08-25,105.8989382551,106.80083310816,104.60007037791,106.50020149047,82624.888862648
2011-08-26,105.4996437513,105.8989382551,102.50029201345,104.99936488171,58871.934815643
2011-08-29,105.99992262089,109.20008235048,105.79911462915,108.59997985494,89032.009360547
2011-08-30,110.00099283775,113.29749397378,109.00043509858,111.00155057693,203073.92971397
2011-08-31,106.50020149047,109.59473389493,104.49908601212,107.9998773594,631573.91248707
2011-09-01,107.70040648155,107.70040648155,102.09983676981,103.69933626469,156419.20288282
2011-09-02,102.50029201345,102.9994101432,97.200353919395,99.800411153446,228075.22551187
2011-09-05,95.950237115344,97.499824797245,92.999636450631,92.999636450631,152650.05508421
2011-09-06,93.950282376831,97.000706667494,90.49940284253,92.999636450631,208731.52824963
2011-09-07,95.900325302369,98.60020616237,95.000751928981,98.60020616237,164972.36844732
2011-09-08,99.900234779396,103.09923376915,99.499779535759,102.50029201345,204478.2064938
2011-09-09,100.60016090088,102.50029201345,98.899677040221,100.00005840535,205167.42209126
2011-09-12,97.200353919395,98.449309983609,95.000751928981,96.050060741294,172652.81476153
2011-09-13,99.000661406008,99.399955909809,94.149929628731,96.500427797907,128589.53857683
2011-09-14,97.800456414932,99.000661406008,95.749429123607,99.000661406008,255658.49524177
2011-09-15,100.00005840535,101.49973427427,99.100485031958,100.00005840535,292634.05052607
2011-09-16,100.99945540468,103.99996788237,100.19970565725,103.99996788237,1199377.2902995
2011-09-19,100.19970565725,102.00001314386,100.00005840535,101.90018951791,174860.0277124
2011-09-20,102.50029201345,103.99996788237,100.60016090088,102.50029201345,134920.84535901
2011-09-21,102.39930764766,102.89958651725,99.55085208857,100.50033727493,113655.09809935
2011-09-22,97.499824797245,97.800456414932,90.000284712779,90.000284712779,456956.83327278
2011-09-23,88.899903347654,92.999636450631,84.000420497239,88.999726973604,575313.24326631
2011-09-26,86.50065410534,91.999078711456,85.500096366165,88.750167908728,319411.79952643
2011-09-27,92.100063077243,92.499357581043,90.000284712779,90.000284712779,144719.76811592
2011-09-28,90.000284712779,91.499960581705,87.300403852778,88.999726973604,228215.65318986
2011-09-29,88.150065413191,89.750725647904,87.049684048066,87.500051104678,469355.82187111
2011-09-30,87.85059453534,87.85059453534,84.500699366826,84.999817496577,198139.14603615
2011-10-03,84.000420497239,85.450184553189,81.450275076163,83.400318001701,166268.95529004
2011-10-04,82.100289384675,82.500744628313,78.250115346574,81.300539637237,327311.93331233
2011-10-05,82.999862758064,84.500699366826,82.549495701451,84.000420497239,284237.68151
